2B11	65.5818978199765
2S1 Gvozdika	352.2697177125247
2S3 Akatsiya	630.3341479694616
9K115 Metis	707.3344073135145
9K14 Malyutka	107.95051120420936
9M113 Konkurs	1264.7967461567869
AGS-17	33.74718136170886
AK-74	0.20242946478029716
AMX-10P MILAN	214.97308931690625
AMX-10P	49.551260089955626
AuF1	605.0049288915683
BMP-1	59.58375431842042
BMP-1P	356.69187359437433
BMP-2	454.18278405186123
BRDM-2 9P122	137.288000815976
BRDM-2 9P133	222.7366635222458
BRDM-2 9P148	1727.2410865299437
BRDM-2	18.338682465800577
BRDM-2U	5.649298716057917
BRM-1	40.952615216941794
BTR-60PB	22.511135568774527
BTR-70	28.724361502203895
Centurion Mk.V	466.36580242501975
Chieftain Mk.V	1851.618698256238
Eng Vehicle	0.0
FN FAL	0.1603417109904151
FN MAG	0.9567770878670337
FV101 Scorpion	142.1420232346479
FV102 Striker	1528.575003985983
G3	0.265440739606267
G3A3	0.265440739606267
GAZ-66	0.0
Jaguar 2	392.22655906355374
L16A2	186.90619593008321
L1A1	0.1603417109904151
Leopard 1	1444.4008749408695
Leopard 1A1	1514.9004179426927
Leopard 1A3	1705.6050122582812
Leopard 2	3950.4875190470184
LRAC-89	80.9442807020967
Lynx AH.1	0.6695908771728647
M102	269.61596509059416
M109G	329.81080001047235
M113	8.047759491413954
M113A1	10.494377424545364
M113A2	10.520972798261067
M114F	420.9603875718536
M16A2	0.3072798446731896
M60A3 TTS	1641.307686050241
M60A3	1509.7834822650157
Marder 1	147.73076670358026
MG3	1.0715969731590973
MILAN	546.1039249264924
Mk 20 RH-202	45.39969313165013
MPi-KM	0.19979941429515458
PKM	0.5980667375792147
PzF-44	31.250592600933388
RPG-7V	40.13187093289417
RPK-74	0.48583447094807514
RPK	0.4744249916536255
SA.341 Gazelle (HOT)	1511.0213491367233
SPz Luchs	59.50239016293465
T-55A	664.7252617331498
T-64A	2734.116146736691
T-64B	4034.491527707311
T-64BV	4286.647248189018
T-72M	2729.5252558046523
T-80B	5314.859377276464
T-80BV	5647.038088356244
Truck	0.0
Ural-375	0.0
Ural-375 POL	0.0
VAB VTT	48.990994038317304
VLRA TPK	0.0
ZIL-130	0.0
ZIL-131	0.0
